pedido_id,fecha_pedido,fecha_entrega,anio_pedido,mes_pedido,dia_semana_pedido,dias_entrega,pedido_retrasado,retraso_dias,km_recorridos,costo_transporte,costo_por_km,municipio,tipo_cliente,id_autoparte,categoria,costo_unitario,stock_actual,stock_minimo,margen_stock,ratio_stock,pais_proveedor,ruta
3620,2021-01-01,2021-01-08,2021,1,5,7,1,4,322.6,5484,17,León,Tier1,91-ELE,Electrónica,4015.73,261,463,-202,0.56,USA,QRO-SJR
3621,2026-05-11,2026-05-30,2026,5,1,19,1,11,305.7,3409.32,11.15,Querétaro,Tier1,28-SEN,Sensores,1818.54,4432,701,3731,6.32,Japón,QRO-SJR
3622,2025-02-09,2025-02-16,2025,2,0,7,1,4,222.4,4253.22,19.12,Querétaro,Planta,71-ELE,Electrónica,3176.69,1574,322,1252,4.89,China,QRO-CEL
3623,2026-02-11,2026-02-12,2026,2,3,1,0,0,185.2,3640.17,19.66,Querétaro,Planta,75-ELE,Electrónica,216.11,4758,831,3927,5.73,USA,QRO-CEL
3624,2026-05-20,2026-05-27,2026,5,3,7,1,2,167.6,3151.4,18.8,Querétaro,Tier1,97-ELE,Electrónica,2011.22,862,727,135,1.19,Japón,QRO-SLP
3625,2024-03-01,2024-03-03,2024,3,5,2,0,0,339.8,4384.55,12.9,Querétaro,Distribuidor,61-FRE,Frenos,2992.6,2417,256,2161,9.44,México,QRO-SLP
3626,2024-01-12,2024-01-14,2024,1,5,2,0,0,154,2078.01,13.49,León,Tier1,88-SUS,Suspensión,1941.02,3880,832,3048,4.66,México,QRO-MQZ
3627,2024-11-12,2024-11-16,2024,11,2,4,1,1,25.4,276.67,10.89,Corregidora,Tier1,28-ELE,Electrónica,4684.29,2156,661,1495,3.26,Japón,QRO-MQZ
3628,2024-10-20,2024-10-27,2024,10,0,7,1,4,82.8,1170.71,14.14,San Juan del Río,Tier1,23-ARN,Arneses,856.04,2511,134,2377,18.74,Alemania,QRO-CEL
3629,2026-05-22,2026-05-28,2026,5,5,6,0,0,185.1,2790.08,15.07,Corregidora,Tier1,79-ELE,Electrónica,359.85,133,141,-8,0.94,China,QRO-SJR
3630,2024-09-06,2024-09-10,2024,9,5,4,1,1,93.9,1181.46,12.58,León,Planta,85-FRE,Frenos,2849.37,4143,705,3438,5.88,Japón,QRO-SJR
3631,2023-03-17,2023-03-20,2023,3,5,3,0,0,167.4,2315.7,13.83,San Luis Potosí,Tier1,56-ELE,Electrónica,4660.32,2448,510,1938,4.8,Alemania,QRO-SJR
3632,2021-12-28,2021-12-30,2021,12,2,2,0,0,279.5,3570.91,12.78,San Luis Potosí,Distribuidor,6-ELE,Electrónica,1689.54,135,497,-362,0.27,Alemania,QRO-SJR
3633,2022-08-08,2022-08-11,2022,8,1,3,0,0,18.7,367.48,19.65,Querétaro,Tier1,80-FRE,Frenos,1456.89,1654,528,1126,3.13,México,QRO-MQZ
3634,2026-05-19,2026-05-29,2026,5,2,10,1,3,134.7,1785.46,13.26,Querétaro,Distribuidor,34-SEN,Sensores,1520,3930,432,3498,9.1,Japón,QRO-MQZ
3635,2026-05-21,2026-05-27,2026,5,4,6,1,1,115.2,1733.01,15.04,San Luis Potosí,Planta,57-SUS,Suspensión,4521.23,466,706,-240,0.66,Alemania,QRO-SJR
3636,2022-12-20,2022-12-26,2022,12,2,6,1,3,113.1,2056.91,18.19,San Luis Potosí,Tier1,34-ARN,Arneses,4771.65,2699,606,2093,4.45,Alemania,QRO-SLP
3637,2023-12-09,2023-12-10,2023,12,6,1,0,0,200.1,3875.05,19.37,León,Planta,55-ELE,Electrónica,4107.15,2573,998,1575,2.58,Japón,QRO-CEL
3638,2024-09-04,2024-09-09,2024,9,3,5,1,2,99.1,1161.32,11.72,San Luis Potosí,Tier1,72-FRE,Frenos,2982.1,4614,609,4005,7.58,China,QRO-MQZ
3639,2026-01-12,2026-01-15,2026,1,1,3,0,0,37.7,554.46,14.71,Querétaro,Planta,57-SEN,Sensores,1514.51,438,789,-351,0.56,Japón,QRO-CEL
3640,2021-08-04,2021-08-09,2021,8,3,5,1,2,192.1,3387.27,17.63,Corregidora,Distribuidor,17-SEN,Sensores,2051.63,4952,131,4821,37.8,Japón,QRO-SJR
3641,2022-08-07,2022-08-09,2022,8,0,2,0,0,315.9,5840.34,18.49,León,Tier1,43-FRE,Frenos,2378.13,401,657,-256,0.61,USA,QRO-SJR
3642,2025-05-14,2025-05-16,2025,5,3,2,0,0,121.8,1102.82,9.05,Querétaro,Tier1,81-SUS,Suspensión,2394.84,4181,399,3782,10.48,México,QRO-CEL
3643,2021-07-26,2021-07-29,2021,7,1,3,0,0,148.6,1207.2,8.12,San Luis Potosí,Planta,96-SUS,Suspensión,3516.22,1894,371,1523,5.11,USA,QRO-SLP
3644,2026-05-24,2026-06-04,2026,5,0,11,0,0,13.2,235.82,17.87,Querétaro,Distribuidor,65-SEN,Sensores,3356.68,3642,308,3334,11.82,China,QRO-SLP
3645,2023-12-31,2024-01-07,2023,12,0,7,1,4,253.4,2789.85,11.01,León,Tier1,81-ELE,Electrónica,140.61,1480,170,1310,8.71,Alemania,QRO-SJR
3646,2026-05-02,2026-05-30,2026,5,6,28,1,20,188.9,2563.17,13.57,Corregidora,Tier1,98-FRE,Frenos,1762.7,3662,966,2696,3.79,China,QRO-SLP
3647,2024-07-25,2024-07-29,2024,7,4,4,1,1,268.2,2714.43,10.12,Corregidora,Tier1,8-FRE,Frenos,1993.18,2763,635,2128,4.35,Japón,QRO-CEL
3648,2026-04-21,2026-04-28,2026,4,2,7,1,4,295.8,4764.62,16.11,Celaya,Distribuidor,91-SUS,Suspensión,3680.26,3837,791,3046,4.85,China,QRO-MQZ
3649,2025-04-06,2025-04-12,2025,4,0,6,1,3,140.9,2115.99,15.02,Celaya,Planta,6-ELE,Electrónica,1689.54,135,497,-362,0.27,Japón,QRO-CEL
3650,2024-02-04,2024-02-11,2024,2,0,7,1,4,153.9,2013.51,13.08,León,Tier1,96-ELE,Electrónica,4610.48,3616,228,3388,15.86,México,QRO-CEL
3651,2026-05-05,2026-06-01,2026,5,2,27,1,17,141,1912.66,13.56,León,Taller,88-SUS,Suspensión,1941.02,3880,832,3048,4.66,México,QRO-SLP
3652,2023-07-17,2023-07-20,2023,7,1,3,0,0,222.2,3231.67,14.54,Querétaro,Tier1,66-ARN,Arneses,3511.95,1519,764,755,1.99,México,QRO-CEL
3653,2022-05-16,2022-05-24,2022,5,1,8,1,5,281.4,2657.75,9.44,Celaya,Planta,98-ELE,Electrónica,2480.68,142,273,-131,0.52,Alemania,QRO-MQZ
3654,2026-05-19,2026-05-26,2026,5,2,7,1,3,136.8,1880.67,13.75,Celaya,Tier1,54-FRE,Frenos,2428.99,2196,677,1519,3.24,China,QRO-CEL
3655,2026-04-01,2026-04-07,2026,4,3,6,1,3,244.9,4719.33,19.27,San Juan del Río,Planta,49-ARN,Arneses,412.82,3527,162,3365,21.77,México,QRO-SJR
3656,2026-05-22,2026-05-28,2026,5,5,6,0,0,52.8,479.2,9.08,Corregidora,Planta,64-FRE,Frenos,3469.29,4865,898,3967,5.42,Japón,QRO-SLP
3657,2026-05-07,2026-05-31,2026,5,4,24,1,15,177.8,1970.22,11.08,Querétaro,Tier1,69-FRE,Frenos,186.87,4709,419,4290,11.24,Alemania,QRO-MQZ
3658,2022-11-27,2022-12-02,2022,11,0,5,1,2,31.7,407.11,12.84,Querétaro,Tier1,92-SEN,Sensores,4469.2,3130,154,2976,20.32,Japón,QRO-SLP
3659,2025-03-03,2025-03-10,2025,3,1,7,1,4,274.6,5088.48,18.53,Querétaro,Distribuidor,71-SUS,Suspensión,1916.47,1253,659,594,1.9,China,QRO-SLP
3660,2024-04-02,2024-04-10,2024,4,2,8,1,5,211.9,2223.28,10.49,Corregidora,Planta,93-SEN,Sensores,4236.96,1229,379,850,3.24,Japón,QRO-SLP
3661,2026-05-12,2026-05-25,2026,5,2,13,1,10,93.2,1212.74,13.01,San Luis Potosí,Planta,16-FRE,Frenos,4639.47,4174,516,3658,8.09,Japón,QRO-SLP
3662,2026-05-06,2026-05-30,2026,5,3,24,1,16,182.4,1957.97,10.73,León,Tier1,40-ARN,Arneses,288.05,1674,857,817,1.95,Alemania,QRO-MQZ
3663,2022-12-23,2022-12-31,2022,12,5,8,1,5,34.2,319.2,9.33,San Luis Potosí,Tier1,70-ARN,Arneses,1874.06,2106,688,1418,3.06,Alemania,QRO-MQZ
3664,2021-02-22,2021-02-28,2021,2,1,6,1,3,67.4,993.99,14.75,San Juan del Río,Planta,41-SUS,Suspensión,754.34,4179,350,3829,11.94,USA,QRO-SJR
3665,2026-05-15,2026-05-25,2026,5,5,10,1,7,290,5785.69,19.95,Celaya,Planta,37-SEN,Sensores,3969.15,3602,841,2761,4.28,USA,QRO-CEL
3666,2025-12-27,2026-01-04,2025,12,6,8,1,5,246.4,2384.94,9.68,Celaya,Planta,81-FRE,Frenos,857.33,1893,403,1490,4.7,China,QRO-SJR
3667,2021-02-12,2021-02-13,2021,2,5,1,0,0,35.7,703.05,19.69,San Juan del Río,Planta,43-SEN,Sensores,2429.63,4819,141,4678,34.18,USA,QRO-CEL
3668,2025-06-14,2025-06-18,2025,6,6,4,1,1,55.5,1072.12,19.32,Querétaro,Distribuidor,37-ARN,Arneses,1422.73,3772,947,2825,3.98,México,QRO-MQZ
3669,2023-01-24,2023-01-31,2023,1,2,7,1,4,344.9,3300.45,9.57,San Luis Potosí,Tier1,76-FRE,Frenos,3738.99,1682,676,1006,2.49,China,QRO-MQZ
3670,2024-12-10,2024-12-12,2024,12,2,2,0,0,147.7,2766.99,18.73,Querétaro,Distribuidor,81-SUS,Suspensión,2394.84,4181,399,3782,10.48,Alemania,QRO-MQZ
3671,2025-10-17,2025-10-19,2025,10,5,2,0,0,300,3462.61,11.54,León,Tier1,92-SEN,Sensores,4469.2,3130,154,2976,20.32,Japón,QRO-MQZ
3672,2026-05-08,2026-06-01,2026,5,5,24,1,14,256.6,3098.45,12.08,El Marqués,Taller,32-SEN,Sensores,1196.78,3120,728,2392,4.29,USA,QRO-SLP
3673,2022-07-08,2022-07-16,2022,7,5,8,1,5,295.3,5058.1,17.13,El Marqués,Tier1,82-SUS,Suspensión,998.09,2299,178,2121,12.92,China,QRO-SLP
3674,2021-11-22,2021-11-26,2021,11,1,4,1,1,333.6,4017.1,12.04,Corregidora,Distribuidor,83-SEN,Sensores,3044.98,1762,882,880,2,China,QRO-CEL
3675,2026-05-22,2026-05-31,2026,5,5,9,0,0,169.1,1453.67,8.6,Corregidora,Planta,68-SEN,Sensores,3619.25,1156,733,423,1.58,México,QRO-SLP
3676,2026-05-20,2026-05-29,2026,5,3,9,1,2,15.8,173.69,10.99,San Luis Potosí,Planta,22-ARN,Arneses,4301.5,1604,436,1168,3.68,México,QRO-CEL
3677,2022-05-07,2022-05-11,2022,5,6,4,1,1,12,226.76,18.9,San Juan del Río,Planta,56-SEN,Sensores,1253.34,3707,620,3087,5.98,China,QRO-SLP
3678,2021-12-03,2021-12-10,2021,12,5,7,1,4,209.1,3831,18.32,San Luis Potosí,Tier1,8-FRE,Frenos,1993.18,2763,635,2128,4.35,China,QRO-SJR
3679,2024-04-20,2024-04-21,2024,4,6,1,0,0,88.7,932.37,10.51,Celaya,Distribuidor,56-FRE,Frenos,1990.85,504,987,-483,0.51,Alemania,QRO-SJR
3680,2024-06-30,2024-07-05,2024,6,0,5,1,2,158.7,1296.9,8.17,León,Tier1,44-SUS,Suspensión,504.34,1272,969,303,1.31,USA,QRO-SLP
3681,2026-04-02,2026-04-04,2026,4,4,2,0,0,59,1006.36,17.06,San Juan del Río,Planta,2-FRE,Frenos,2261.86,2629,314,2315,8.37,Alemania,QRO-SJR
3682,2026-05-20,2026-05-29,2026,5,3,9,1,2,125.7,2296.96,18.27,León,Planta,80-SEN,Sensores,4961.03,2089,880,1209,2.37,Alemania,QRO-SLP
3683,2024-07-08,2024-07-15,2024,7,1,7,1,4,27.5,524.48,19.07,San Juan del Río,Taller,69-ELE,Electrónica,1827.32,416,556,-140,0.75,México,QRO-CEL
3684,2025-04-28,2025-05-04,2025,4,1,6,1,3,54.8,492.64,8.99,San Luis Potosí,Taller,81-ARN,Arneses,4391.37,366,872,-506,0.42,México,QRO-SJR
3685,2026-05-06,2026-06-01,2026,5,3,26,1,16,57.7,530.54,9.19,El Marqués,Tier1,54-ARN,Arneses,3425.08,4574,874,3700,5.23,USA,QRO-CEL
3686,2026-05-13,2026-05-25,2026,5,3,12,1,9,207.5,3007.31,14.49,Querétaro,Planta,55-ARN,Arneses,3941.75,4751,961,3790,4.94,México,QRO-SJR
3687,2026-05-17,2026-05-26,2026,5,0,9,1,5,106,1795.05,16.93,Corregidora,Distribuidor,12-ELE,Electrónica,2050.98,4806,509,4297,9.44,México,QRO-SJR
3688,2026-05-07,2026-05-27,2026,5,4,20,1,15,183.8,1545.27,8.41,León,Planta,59-ARN,Arneses,757.6,2440,393,2047,6.21,Alemania,QRO-CEL
3689,2021-02-15,2021-02-22,2021,2,1,7,1,4,151.1,1633.19,10.81,El Marqués,Tier1,86-ELE,Electrónica,4667.98,3468,649,2819,5.34,México,QRO-SLP
3690,2025-06-06,2025-06-10,2025,6,5,4,1,1,252.8,2810.97,11.12,San Luis Potosí,Tier1,47-FRE,Frenos,1952.37,1312,523,789,2.51,Alemania,QRO-SLP
3691,2026-05-06,2026-05-29,2026,5,3,23,1,16,150.8,1334.33,8.85,Querétaro,Distribuidor,89-SEN,Sensores,4357.78,2341,878,1463,2.67,China,QRO-SJR
3692,2025-03-22,2025-03-30,2025,3,6,8,1,5,178.2,2582.17,14.49,San Luis Potosí,Planta,96-SUS,Suspensión,3516.22,1894,371,1523,5.11,USA,QRO-CEL
3693,2022-06-06,2022-06-08,2022,6,1,2,0,0,62.9,761.39,12.1,San Luis Potosí,Tier1,73-ELE,Electrónica,2426.23,644,258,386,2.5,China,QRO-CEL
3694,2023-03-10,2023-03-18,2023,3,5,8,1,5,261.1,3363.63,12.88,León,Planta,39-FRE,Frenos,1372.38,2726,706,2020,3.86,Alemania,QRO-SJR
3695,2026-05-17,2026-05-30,2026,5,0,13,1,5,281.4,5498.93,19.54,Querétaro,Tier1,47-SUS,Suspensión,1103.8,4418,319,4099,13.85,Japón,QRO-SJR
3696,2023-10-03,2023-10-04,2023,10,2,1,0,0,94.1,1153.34,12.26,San Luis Potosí,Tier1,56-ELE,Electrónica,4660.32,2448,510,1938,4.8,Alemania,QRO-SJR
3697,2024-05-01,2024-05-05,2024,5,3,4,1,1,235.5,2100.18,8.92,San Luis Potosí,Tier1,6-SEN,Sensores,1099.61,3877,502,3375,7.72,Japón,QRO-MQZ
3698,2026-05-16,2026-05-25,2026,5,6,9,1,6,45.3,471.16,10.4,San Luis Potosí,Tier1,41-ARN,Arneses,2258.51,2697,698,1999,3.86,Japón,QRO-MQZ
3699,2021-05-10,2021-05-14,2021,5,1,4,1,1,300.1,2760.86,9.2,Querétaro,Tier1,89-ELE,Electrónica,2876,159,938,-779,0.17,Alemania,QRO-MQZ
3700,2023-02-08,2023-02-10,2023,2,3,2,0,0,49.1,522.72,10.65,El Marqués,Tier1,50-ELE,Electrónica,3253.74,3790,410,3380,9.24,Japón,QRO-SLP
3701,2024-07-09,2024-07-14,2024,7,2,5,1,2,190.8,2474.47,12.97,Corregidora,Distribuidor,95-FRE,Frenos,4724.44,71,925,-854,0.08,Alemania,QRO-CEL
3702,2026-05-05,2026-05-25,2026,5,2,20,1,17,208,1707.44,8.21,Querétaro,Distribuidor,80-SUS,Suspensión,3018.8,2364,799,1565,2.96,China,QRO-SJR
3703,2021-07-17,2021-07-22,2021,7,6,5,1,2,322.7,2808.27,8.7,Corregidora,Tier1,15-ARN,Arneses,2004.45,403,614,-211,0.66,Alemania,QRO-SLP
3704,2023-12-06,2023-12-10,2023,12,3,4,1,1,295.1,2969.3,10.06,Querétaro,Distribuidor,24-ELE,Electrónica,4055.81,2955,652,2303,4.53,Alemania,QRO-MQZ
3705,2022-01-19,2022-01-21,2022,1,3,2,0,0,11.8,215.82,18.29,Querétaro,Planta,63-SEN,Sensores,610.95,201,678,-477,0.3,México,QRO-SJR
3706,2022-01-18,2022-01-22,2022,1,2,4,1,1,123,2379.67,19.35,León,Tier1,57-SUS,Suspensión,4521.23,466,706,-240,0.66,México,QRO-SLP
3707,2022-06-09,2022-06-15,2022,6,4,6,1,3,321.5,5088.06,15.83,San Luis Potosí,Taller,62-SEN,Sensores,61.64,976,325,651,3,USA,QRO-CEL
3708,2021-02-06,2021-02-11,2021,2,6,5,1,2,125,2007.2,16.06,Querétaro,Distribuidor,70-FRE,Frenos,3370.05,2773,737,2036,3.76,China,QRO-SJR
3709,2024-04-14,2024-04-22,2024,4,0,8,1,5,118.7,1917.4,16.15,Celaya,Distribuidor,80-ELE,Electrónica,3933.63,4561,222,4339,20.55,China,QRO-SLP
3710,2024-07-28,2024-08-04,2024,7,0,7,1,4,165.3,2302.71,13.93,Corregidora,Distribuidor,61-SEN,Sensores,110.24,3207,891,2316,3.6,China,QRO-SLP
3711,2026-05-10,2026-05-29,2026,5,0,19,1,12,264,5167.79,19.57,León,Tier1,10-SUS,Suspensión,3974.3,2474,590,1884,4.19,Japón,QRO-SJR
3712,2021-10-25,2021-10-26,2021,10,1,1,0,0,105.2,939.69,8.93,Querétaro,Planta,40-SEN,Sensores,1730.14,4560,975,3585,4.68,Japón,QRO-MQZ
3713,2026-05-02,2026-05-30,2026,5,6,28,1,20,222.7,1899.51,8.53,San Luis Potosí,Planta,94-SEN,Sensores,3460.4,1180,938,242,1.26,Japón,QRO-MQZ
3714,2026-05-24,2026-05-27,2026,5,0,3,0,0,305,2827.75,9.27,El Marqués,Taller,76-ARN,Arneses,690.12,2510,973,1537,2.58,China,QRO-SJR
3715,2026-02-22,2026-03-01,2026,2,0,7,1,4,48.4,410.94,8.49,Corregidora,Planta,27-SEN,Sensores,2154.77,2124,891,1233,2.38,México,QRO-SJR
3716,2023-08-11,2023-08-18,2023,8,5,7,1,4,25.8,387.74,15.03,León,Planta,89-SUS,Suspensión,3420.66,3727,958,2769,3.89,Japón,QRO-CEL
3717,2026-05-01,2026-05-30,2026,5,5,29,1,21,311.5,4894.99,15.71,El Marqués,Taller,19-SUS,Suspensión,4085.71,2770,814,1956,3.4,México,QRO-CEL
3718,2025-06-18,2025-06-23,2025,6,3,5,1,2,303,3243.06,10.7,Celaya,Tier1,68-SUS,Suspensión,4427.01,2107,162,1945,13.01,China,QRO-MQZ
3719,2025-06-08,2025-06-13,2025,6,0,5,1,2,248.9,3997.1,16.06,León,Tier1,63-ELE,Electrónica,3510.2,1454,755,699,1.93,China,QRO-SLP
3720,2026-05-01,2026-05-31,2026,5,5,30,1,21,219.1,2076.65,9.48,León,Planta,2-SUS,Suspensión,2244.37,1376,919,457,1.5,China,QRO-CEL
3721,2021-04-13,2021-04-18,2021,4,2,5,1,2,218,3344.66,15.34,San Luis Potosí,Tier1,98-FRE,Frenos,1762.7,3662,966,2696,3.79,Japón,QRO-MQZ
3722,2024-10-28,2024-11-05,2024,10,1,8,1,5,40.1,547.75,13.66,El Marqués,Taller,51-ELE,Electrónica,807.84,2612,676,1936,3.86,China,QRO-CEL
3723,2022-03-31,2022-04-05,2022,3,4,5,1,2,41.8,760.86,18.2,Querétaro,Taller,83-SEN,Sensores,3044.98,1762,882,880,2,Japón,QRO-SLP
3724,2026-05-19,2026-05-29,2026,5,2,10,1,3,206.1,2989,14.5,Corregidora,Planta,45-SUS,Suspensión,2909.13,3021,431,2590,7.01,USA,QRO-MQZ
3725,2026-05-09,2026-05-29,2026,5,6,20,1,13,63.1,506.83,8.03,San Luis Potosí,Tier1,41-ELE,Electrónica,4687.71,920,702,218,1.31,China,QRO-MQZ
3726,2024-01-14,2024-01-16,2024,1,0,2,0,0,223.4,2526.06,11.31,Querétaro,Tier1,37-ELE,Electrónica,3241.13,791,710,81,1.11,China,QRO-SLP
3727,2024-02-08,2024-02-14,2024,2,4,6,1,3,260.9,3300.13,12.65,Querétaro,Tier1,53-ELE,Electrónica,2503.62,2992,933,2059,3.21,México,QRO-CEL
3728,2023-01-03,2023-01-05,2023,1,2,2,0,0,84.6,1145.4,13.54,San Juan del Río,Planta,2-ELE,Electrónica,1189.72,3706,870,2836,4.26,México,QRO-CEL
3729,2022-01-14,2022-01-17,2022,1,5,3,0,0,246.5,4594.71,18.64,Corregidora,Planta,60-SEN,Sensores,4618.25,4938,354,4584,13.95,Alemania,QRO-MQZ
3730,2024-06-27,2024-07-05,2024,6,4,8,1,5,216.8,3468.65,16,Corregidora,Tier1,100-FRE,Frenos,1719.07,4842,314,4528,15.42,México,QRO-SLP
3731,2023-01-26,2023-02-01,2023,1,4,6,1,3,178.6,3404.66,19.06,Querétaro,Taller,78-FRE,Frenos,641.45,617,398,219,1.55,Japón,QRO-SJR
3732,2025-03-08,2025-03-12,2025,3,6,4,1,1,210.7,2058.23,9.77,Corregidora,Planta,85-ARN,Arneses,182.43,4967,727,4240,6.83,Japón,QRO-SJR
3733,2025-06-02,2025-06-06,2025,6,1,4,1,1,293.7,5215.3,17.76,Querétaro,Planta,61-SUS,Suspensión,1710.59,631,965,-334,0.65,USA,QRO-SLP
3734,2025-04-10,2025-04-17,2025,4,4,7,1,4,67.9,928.4,13.67,Celaya,Taller,94-ELE,Electrónica,673.59,2723,409,2314,6.66,Alemania,QRO-SLP
3735,2026-05-22,2026-05-28,2026,5,5,6,0,0,20.7,357.9,17.29,San Juan del Río,Planta,100-SUS,Suspensión,4542.37,1415,190,1225,7.45,USA,QRO-CEL
3736,2022-08-27,2022-09-01,2022,8,6,5,1,2,329.9,4822.68,14.62,Querétaro,Tier1,3-SEN,Sensores,523.6,1191,770,421,1.55,Alemania,QRO-CEL
3737,2022-11-15,2022-11-20,2022,11,2,5,1,2,155.7,1652.17,10.61,Corregidora,Distribuidor,44-ELE,Electrónica,1705.75,4295,341,3954,12.6,Japón,QRO-SLP
3738,2026-05-03,2026-05-26,2026,5,0,23,1,19,69.7,633.01,9.08,Querétaro,Planta,74-SUS,Suspensión,4557.16,415,619,-204,0.67,USA,QRO-MQZ
3739,2022-05-07,2022-05-08,2022,5,6,1,0,0,132.4,1768.8,13.36,Querétaro,Planta,5-SUS,Suspensión,1510.97,1853,254,1599,7.3,Japón,QRO-SJR
3740,2021-03-10,2021-03-16,2021,3,3,6,1,3,146,1874.26,12.84,Corregidora,Tier1,17-ARN,Arneses,1311.09,4802,363,4439,13.23,USA,QRO-SLP
3741,2023-12-29,2023-12-31,2023,12,5,2,0,0,250.3,3713.37,14.84,San Luis Potosí,Tier1,17-SUS,Suspensión,2687.14,2633,740,1893,3.56,Japón,QRO-MQZ
3742,2023-09-15,2023-09-21,2023,9,5,6,1,3,190.6,3442.14,18.06,León,Planta,46-SUS,Suspensión,1653.36,4322,935,3387,4.62,China,QRO-CEL
3743,2024-10-18,2024-10-26,2024,10,5,8,1,5,53.8,638.11,11.86,Corregidora,Planta,6-ELE,Electrónica,1689.54,135,497,-362,0.27,USA,QRO-SJR
3744,2024-10-04,2024-10-07,2024,10,5,3,0,0,291.3,5818.55,19.97,El Marqués,Planta,77-ARN,Arneses,4833.11,3865,647,3218,5.97,China,QRO-CEL
3745,2021-02-05,2021-02-09,2021,2,5,4,1,1,318.5,3247.62,10.2,San Luis Potosí,Tier1,90-SUS,Suspensión,679.84,1842,357,1485,5.16,Japón,QRO-MQZ
3746,2023-02-24,2023-02-25,2023,2,5,1,0,0,216.6,2087.63,9.64,Querétaro,Tier1,27-SUS,Suspensión,4748.31,2962,518,2444,5.72,México,QRO-CEL
3747,2025-06-14,2025-06-22,2025,6,6,8,1,5,334.2,3920.98,11.73,San Luis Potosí,Tier1,89-SUS,Suspensión,3420.66,3727,958,2769,3.89,Japón,QRO-SJR
3748,2023-06-23,2023-06-26,2023,6,5,3,0,0,154.9,2887.94,18.64,El Marqués,Distribuidor,93-SUS,Suspensión,251.29,694,704,-10,0.99,USA,QRO-SJR
3749,2026-05-21,2026-05-26,2026,5,4,5,1,1,267.1,5203.8,19.48,Corregidora,Distribuidor,89-ELE,Electrónica,2876,159,938,-779,0.17,Japón,QRO-MQZ
3750,2025-11-03,2025-11-08,2025,11,1,5,1,2,106.9,1943.68,18.18,Corregidora,Planta,89-SUS,Suspensión,3420.66,3727,958,2769,3.89,Alemania,QRO-MQZ
3751,2026-05-12,2026-05-30,2026,5,2,18,1,10,269.9,3214.79,11.91,Querétaro,Planta,17-SUS,Suspensión,2687.14,2633,740,1893,3.56,USA,QRO-SLP
3752,2023-07-26,2023-07-30,2023,7,3,4,1,1,337.3,2890.78,8.57,San Juan del Río,Taller,32-SUS,Suspensión,4111.1,4658,655,4003,7.11,México,QRO-SJR
3753,2021-05-24,2021-05-27,2021,5,1,3,0,0,106.1,1398.45,13.18,Corregidora,Tier1,67-SUS,Suspensión,2907.17,4550,308,4242,14.77,China,QRO-MQZ
3754,2025-07-10,2025-07-13,2025,7,4,3,0,0,331.3,6165.7,18.61,Celaya,Taller,9-SEN,Sensores,3506.81,652,938,-286,0.7,Japón,QRO-CEL
3755,2026-03-08,2026-03-14,2026,3,0,6,1,3,275.1,2765.03,10.05,Querétaro,Planta,19-ELE,Electrónica,3029.39,2447,372,2075,6.58,Japón,QRO-CEL
3756,2023-04-16,2023-04-20,2023,4,0,4,1,1,96.7,1839.86,19.03,San Juan del Río,Planta,77-SUS,Suspensión,2408.66,2567,263,2304,9.76,China,QRO-SJR
3757,2023-05-07,2023-05-15,2023,5,0,8,1,5,46.3,836.41,18.07,León,Planta,90-SUS,Suspensión,679.84,1842,357,1485,5.16,China,QRO-SLP
3758,2023-01-20,2023-01-27,2023,1,5,7,1,4,314.6,4470.36,14.21,San Luis Potosí,Tier1,64-SEN,Sensores,4961.2,4001,258,3743,15.51,México,QRO-MQZ
3759,2025-07-10,2025-07-14,2025,7,4,4,1,1,299.2,3298.13,11.02,El Marqués,Tier1,82-ARN,Arneses,1708.12,766,973,-207,0.79,Japón,QRO-SLP
3760,2024-12-15,2024-12-17,2024,12,0,2,0,0,93.7,1015.76,10.84,San Juan del Río,Taller,75-ELE,Electrónica,216.11,4758,831,3927,5.73,China,QRO-CEL
3761,2025-12-01,2025-12-03,2025,12,1,2,0,0,146.2,2044.66,13.99,Corregidora,Distribuidor,33-ARN,Arneses,4073.72,1315,307,1008,4.28,México,QRO-MQZ
3762,2024-01-20,2024-01-24,2024,1,6,4,1,1,345.2,6451.4,18.69,San Juan del Río,Tier1,66-ARN,Arneses,3511.95,1519,764,755,1.99,China,QRO-MQZ
3763,2025-12-13,2025-12-18,2025,12,6,5,1,2,179.1,3426.39,19.13,Corregidora,Distribuidor,73-FRE,Frenos,1090.63,4235,792,3443,5.35,USA,QRO-MQZ
3764,2023-11-22,2023-11-26,2023,11,3,4,1,1,173.9,2566.32,14.76,Corregidora,Planta,12-ELE,Electrónica,2050.98,4806,509,4297,9.44,Alemania,QRO-SJR
3765,2024-12-04,2024-12-08,2024,12,3,4,1,1,94.7,1777.29,18.77,San Luis Potosí,Tier1,87-ELE,Electrónica,370.62,1029,479,550,2.15,México,QRO-SLP
3766,2025-02-26,2025-03-03,2025,2,3,5,1,2,46.6,834.02,17.9,San Juan del Río,Tier1,62-SEN,Sensores,61.64,976,325,651,3,USA,QRO-SJR
3767,2026-01-08,2026-01-13,2026,1,4,5,1,2,131.7,1534.11,11.65,Celaya,Tier1,69-FRE,Frenos,186.87,4709,419,4290,11.24,Japón,QRO-MQZ
3768,2023-02-19,2023-02-26,2023,2,0,7,1,4,21.8,385.86,17.7,San Juan del Río,Planta,85-FRE,Frenos,2849.37,4143,705,3438,5.88,USA,QRO-CEL
